customer_id,tenant_id,customer_name,age,gender,city,annual_income,tenure_months,engagement_score,risk_score,segment
T3_C567,T3,Customer 567,30,Other,CityB,132211,92,1.98,55.65,Retirement Planner
T3_C568,T3,Customer 568,19,M,CityB,81312,74,61.88,92.82,Young Digital User
T3_C569,T3,Customer 569,38,M,CityB,59727,80,47.38,21.46,Family Builder
T3_C570,T3,Customer 570,55,F,CityA,108443,70,86.56,87.02,Retirement Planner
T3_C571,T3,Customer 571,46,M,CityC,55524,1,22.05,61.14,Wealth Creator
T3_C572,T3,Customer 572,24,M,CityC,88173,94,92.13,94.04,Retirement Planner
T3_C573,T3,Customer 573,25,Other,CityA,72408,110,40.15,21.76,Wealth Creator
T3_C574,T3,Customer 574,53,Other,CityB,57087,47,49.47,73.23,Working Professional
T3_C575,T3,Customer 575,53,F,CityB,138424,55,34.27,26.65,Young Digital User
T3_C576,T3,Customer 576,57,F,CityB,119166,47,3.52,98.23,Wealth Creator
T3_C577,T3,Customer 577,45,M,CityB,81763,7,49.37,49.74,Young Digital User
T3_C578,T3,Customer 578,62,Other,CityA,63362,2,58.08,96.6,Wealth Creator
T3_C579,T3,Customer 579,35,M,CityA,112402,2,8.13,58.27,Family Builder
T3_C580,T3,Customer 580,54,Other,CityA,67879,73,79.58,84.09,Family Builder
T3_C581,T3,Customer 581,24,M,CityC,115705,64,13.6,16.74,Working Professional
T3_C582,T3,Customer 582,42,M,CityA,30420,79,50.2,63.4,Family Builder
T3_C583,T3,Customer 583,43,M,CityA,144645,29,3.32,74.83,Wealth Creator
T3_C584,T3,Customer 584,18,Other,CityB,67965,68,96.84,14.01,Family Builder
T3_C585,T3,Customer 585,46,Other,CityC,148274,16,98.23,78.69,Working Professional
T3_C586,T3,Customer 586,57,Other,CityA,44789,107,99.82,71.08,Wealth Creator
T3_C587,T3,Customer 587,24,M,CityC,121214,108,72.68,51.3,Wealth Creator
T3_C588,T3,Customer 588,56,M,CityB,64232,100,70.05,57.99,Family Builder
T3_C589,T3,Customer 589,45,F,CityB,132085,48,66.32,30.69,Retirement Planner
T3_C590,T3,Customer 590,55,F,CityB,33703,36,52.02,96.93,Wealth Creator
T3_C591,T3,Customer 591,59,M,CityA,76519,7,29.66,48.75,Family Builder
T3_C592,T3,Customer 592,43,M,CityA,143975,37,33.68,53.06,Wealth Creator
T3_C593,T3,Customer 593,55,M,CityB,149272,79,54.37,33.43,Family Builder
T3_C594,T3,Customer 594,55,F,CityC,67882,41,85.19,98.54,Working Professional
T3_C595,T3,Customer 595,61,F,CityC,55664,51,55.47,87.15,Wealth Creator
T3_C596,T3,Customer 596,61,M,CityA,108704,33,90.83,18.1,Wealth Creator
T3_C597,T3,Customer 597,58,M,CityB,119024,107,1.85,2.08,Working Professional
T3_C598,T3,Customer 598,55,Other,CityB,96397,37,13.76,30.3,Young Digital User
T3_C599,T3,Customer 599,44,Other,CityB,122672,5,96.38,91.51,Wealth Creator
T3_C600,T3,Customer 600,37,Other,CityC,127230,93,90.58,86.58,Retirement Planner
T3_C601,T3,Customer 601,34,Other,CityB,141788,20,42.79,9.33,Retirement Planner
T3_C602,T3,Customer 602,54,Other,CityC,87018,12,17.07,74.57,Working Professional
T3_C603,T3,Customer 603,23,F,CityB,71914,45,6.86,53.71,Retirement Planner
T3_C604,T3,Customer 604,60,M,CityC,70807,102,73.78,36.17,Family Builder
T3_C605,T3,Customer 605,29,Other,CityB,143694,95,22.22,22.38,Retirement Planner
T3_C606,T3,Customer 606,54,F,CityA,79843,19,97.72,12.04,Retirement Planner
T3_C607,T3,Customer 607,32,Other,CityB,44117,63,69.58,59.73,Retirement Planner
T3_C608,T3,Customer 608,49,Other,CityC,111243,41,38.83,49.84,Working Professional
T3_C609,T3,Customer 609,41,F,CityB,133598,53,6.19,51.17,Retirement Planner
T3_C610,T3,Customer 610,27,F,CityB,73979,65,78.03,72.77,Young Digital User
T3_C611,T3,Customer 611,66,M,CityA,115013,22,66.19,80.58,Working Professional
T3_C612,T3,Customer 612,69,F,CityA,143472,100,36.81,29.7,Working Professional
T3_C613,T3,Customer 613,31,M,CityC,47892,67,39.3,96.53,Working Professional
T3_C614,T3,Customer 614,33,F,CityA,51767,101,35.36,82.62,Retirement Planner
T3_C615,T3,Customer 615,70,M,CityB,135082,68,42.97,60.24,Young Digital User
T3_C616,T3,Customer 616,18,Other,CityB,104587,111,0.4,22.04,Family Builder
T3_C617,T3,Customer 617,45,F,CityB,135748,96,70.37,47.97,Young Digital User
T3_C618,T3,Customer 618,40,M,CityC,119881,37,33.85,43.6,Young Digital User
T3_C619,T3,Customer 619,37,M,CityB,70037,14,74.01,61.39,Family Builder
T3_C620,T3,Customer 620,29,Other,CityB,89649,1,13.49,85.65,Wealth Creator
T3_C621,T3,Customer 621,58,Other,CityA,91932,81,86.96,53.9,Family Builder
T3_C622,T3,Customer 622,57,M,CityB,100612,16,42.18,66.2,Working Professional
T3_C623,T3,Customer 623,34,Other,CityB,89838,58,15.13,53.03,Family Builder
T3_C624,T3,Customer 624,50,Other,CityC,141989,74,30.08,16.17,Wealth Creator
T3_C625,T3,Customer 625,54,F,CityC,99630,44,40.39,35.14,Wealth Creator
T3_C626,T3,Customer 626,70,Other,CityA,146705,90,61.79,4.67,Wealth Creator
T3_C627,T3,Customer 627,22,Other,CityC,123126,3,38.77,65.26,Family Builder
T3_C628,T3,Customer 628,41,F,CityB,96650,109,16.17,93.43,Family Builder
T3_C629,T3,Customer 629,46,F,CityA,43959,94,56.4,14.89,Wealth Creator
T3_C630,T3,Customer 630,61,F,CityB,70029,118,72.75,61.71,Family Builder
T3_C631,T3,Customer 631,55,M,CityA,96568,85,56.86,65.19,Working Professional
T3_C632,T3,Customer 632,47,Other,CityA,134860,68,35.08,58.94,Young Digital User
T3_C633,T3,Customer 633,51,M,CityB,53160,83,16.99,19.31,Young Digital User
T3_C634,T3,Customer 634,28,Other,CityB,113475,22,22.12,73.94,Young Digital User
T3_C635,T3,Customer 635,68,Other,CityA,58495,77,72.86,77.28,Young Digital User
T3_C636,T3,Customer 636,47,Other,CityB,142768,96,73.42,35.01,Young Digital User
T3_C637,T3,Customer 637,69,F,CityB,108817,117,22.19,52.3,Young Digital User
T3_C638,T3,Customer 638,25,F,CityB,52360,58,97.07,50.24,Retirement Planner
T3_C639,T3,Customer 639,41,Other,CityC,77858,88,12.11,73.1,Young Digital User
T3_C640,T3,Customer 640,22,Other,CityB,46330,102,28.26,71.78,Young Digital User
T3_C641,T3,Customer 641,40,F,CityA,140157,110,83.96,67.88,Wealth Creator
T3_C642,T3,Customer 642,29,M,CityB,91822,7,74.99,6.38,Retirement Planner
T3_C643,T3,Customer 643,26,Other,CityC,133645,28,26.33,23.83,Wealth Creator
T3_C644,T3,Customer 644,21,M,CityC,128199,94,96.61,6.69,Wealth Creator
T3_C645,T3,Customer 645,61,Other,CityB,94699,36,38.39,88.92,Retirement Planner
T3_C646,T3,Customer 646,41,M,CityC,37091,104,82.08,97.93,Family Builder
T3_C647,T3,Customer 647,41,M,CityB,63345,54,98.23,53.63,Wealth Creator
T3_C648,T3,Customer 648,49,Other,CityC,111834,47,84.46,58.9,Young Digital User
T3_C649,T3,Customer 649,25,M,CityA,58228,34,1.56,42.04,Wealth Creator
T3_C650,T3,Customer 650,53,M,CityA,78709,2,14.96,30.5,Working Professional
T3_C651,T3,Customer 651,54,F,CityB,122125,34,28.16,70.3,Family Builder
T3_C652,T3,Customer 652,40,M,CityB,49776,115,2.81,69.29,Working Professional
T3_C653,T3,Customer 653,21,F,CityC,63614,113,97.47,56.16,Family Builder
T3_C654,T3,Customer 654,41,M,CityA,80128,103,67.71,1.89,Wealth Creator
T3_C655,T3,Customer 655,38,M,CityB,127063,60,93.75,56.73,Family Builder
T3_C656,T3,Customer 656,25,F,CityA,87137,91,79.79,47.73,Working Professional
T3_C657,T3,Customer 657,42,F,CityC,51083,54,23.29,22.6,Young Digital User
T3_C658,T3,Customer 658,49,M,CityA,128498,27,15.96,5.41,Family Builder
T3_C659,T3,Customer 659,36,M,CityC,59752,95,11.64,98.95,Working Professional
T3_C660,T3,Customer 660,57,Other,CityB,99661,36,29.37,93.66,Retirement Planner
T3_C661,T3,Customer 661,38,Other,CityC,138120,1,13.66,70.98,Young Digital User
T3_C662,T3,Customer 662,19,F,CityB,69988,60,38.38,0.84,Retirement Planner
T3_C663,T3,Customer 663,43,Other,CityA,51037,65,90.11,76.69,Retirement Planner
T3_C664,T3,Customer 664,28,F,CityB,78592,4,54.57,87.33,Wealth Creator
T3_C665,T3,Customer 665,62,F,CityA,45348,43,90.31,82.02,Retirement Planner
T3_C666,T3,Customer 666,31,Other,CityB,100851,66,35.56,94.4,Family Builder
T3_C667,T3,Customer 667,19,Other,CityC,128195,18,72.81,98.98,Wealth Creator
T3_C668,T3,Customer 668,26,M,CityA,96222,10,13.56,74.52,Retirement Planner
T3_C669,T3,Customer 669,23,Other,CityC,91257,41,78.67,35.02,Young Digital User
T3_C670,T3,Customer 670,28,F,CityA,56381,17,60.83,7.35,Young Digital User
T3_C671,T3,Customer 671,36,M,CityA,122817,43,11.22,17.78,Wealth Creator
T3_C672,T3,Customer 672,22,M,CityA,98631,31,70.46,14.18,Working Professional
T3_C673,T3,Customer 673,31,Other,CityA,145053,39,36.19,34.89,Young Digital User
T3_C674,T3,Customer 674,36,Other,CityA,104229,27,58.04,90.63,Family Builder
T3_C675,T3,Customer 675,65,Other,CityC,127269,47,12.71,5.66,Working Professional
T3_C676,T3,Customer 676,31,Other,CityB,91510,56,15.53,62.48,Family Builder
T3_C677,T3,Customer 677,59,F,CityC,141766,54,40.63,43.43,Family Builder
T3_C678,T3,Customer 678,52,Other,CityB,119192,117,34.08,83.32,Retirement Planner
T3_C679,T3,Customer 679,28,F,CityC,33746,66,6.81,99.83,Wealth Creator
T3_C680,T3,Customer 680,39,M,CityB,92324,101,83.92,73.63,Working Professional
T3_C681,T3,Customer 681,54,M,CityA,134955,114,65.41,97.87,Working Professional
T3_C682,T3,Customer 682,50,Other,CityB,43743,62,61.14,1.72,Working Professional
T3_C683,T3,Customer 683,21,F,CityB,122736,110,66.44,25.33,Wealth Creator
T3_C684,T3,Customer 684,35,M,CityC,88113,66,91.81,79.69,Working Professional
T3_C685,T3,Customer 685,37,M,CityB,121658,75,60.45,81.68,Wealth Creator
T3_C686,T3,Customer 686,22,Other,CityA,140844,118,23.38,19.29,Family Builder
T3_C687,T3,Customer 687,24,M,CityA,30395,13,93.28,82.62,Working Professional
T3_C688,T3,Customer 688,42,Other,CityB,130530,118,21.36,11.22,Working Professional
T3_C689,T3,Customer 689,22,Other,CityA,129113,101,28.29,14.25,Young Digital User
T3_C690,T3,Customer 690,22,Other,CityA,34077,91,2.91,49.1,Family Builder
T3_C691,T3,Customer 691,39,Other,CityC,89610,96,63.37,23.31,Working Professional
T3_C692,T3,Customer 692,40,F,CityB,35666,115,20.62,22.25,Wealth Creator
T3_C693,T3,Customer 693,50,Other,CityC,62790,116,62.38,41.26,Working Professional
T3_C694,T3,Customer 694,21,Other,CityB,91619,9,62.39,86.65,Retirement Planner
T3_C695,T3,Customer 695,43,Other,CityA,109257,2,57.36,67.27,Retirement Planner
T3_C696,T3,Customer 696,55,M,CityA,46466,50,6.55,28.64,Young Digital User
T3_C697,T3,Customer 697,30,Other,CityA,45266,115,57.24,96.86,Working Professional
T3_C698,T3,Customer 698,39,M,CityA,140020,72,75.73,45.65,Working Professional
T3_C699,T3,Customer 699,32,F,CityB,86670,108,99.41,94.65,Retirement Planner
T3_C700,T3,Customer 700,37,M,CityB,132065,90,97.51,3.85,Family Builder
T3_C701,T3,Customer 701,52,F,CityC,43402,64,83.84,8.06,Wealth Creator
T3_C702,T3,Customer 702,43,F,CityB,126548,23,47.72,94.14,Family Builder
T3_C703,T3,Customer 703,28,M,CityA,106140,118,12.52,73.07,Wealth Creator
T3_C704,T3,Customer 704,22,F,CityA,111766,72,93.41,71.63,Wealth Creator
T3_C705,T3,Customer 705,30,Other,CityA,64110,14,22.96,65.4,Working Professional
T3_C706,T3,Customer 706,67,Other,CityC,65275,6,94.64,32.37,Working Professional
T3_C707,T3,Customer 707,52,F,CityB,117210,6,85.38,79.76,Young Digital User
T3_C708,T3,Customer 708,63,F,CityB,63516,61,65.02,64.56,Wealth Creator
T3_C709,T3,Customer 709,22,F,CityC,66927,32,4.87,24.6,Working Professional
T3_C710,T3,Customer 710,50,F,CityB,30189,50,14.38,71.13,Family Builder
T3_C711,T3,Customer 711,63,Other,CityC,31588,80,83.59,15.75,Young Digital User
T3_C712,T3,Customer 712,63,F,CityC,132760,117,9.55,65.99,Retirement Planner
T3_C713,T3,Customer 713,59,F,CityC,75741,114,10.39,98.55,Family Builder
T3_C714,T3,Customer 714,69,F,CityC,33487,58,67.73,42.95,Working Professional
T3_C715,T3,Customer 715,58,M,CityC,128193,21,91.78,19.26,Young Digital User
T3_C716,T3,Customer 716,18,F,CityB,72757,56,54.83,1.37,Family Builder
T3_C717,T3,Customer 717,26,M,CityC,45869,45,76.43,45.37,Wealth Creator
T3_C718,T3,Customer 718,58,Other,CityA,120152,44,28.32,99.89,Wealth Creator
T3_C719,T3,Customer 719,35,M,CityC,56933,40,64.29,39.89,Wealth Creator
T3_C720,T3,Customer 720,61,F,CityB,89305,46,21.42,63.51,Retirement Planner
T3_C721,T3,Customer 721,23,Other,CityB,138848,49,27.35,1.71,Retirement Planner
T3_C722,T3,Customer 722,37,Other,CityC,81296,105,95.34,32.06,Wealth Creator
T3_C723,T3,Customer 723,43,Other,CityA,115886,35,27.42,58.64,Family Builder
T3_C724,T3,Customer 724,62,M,CityB,67881,105,61.15,13.15,Young Digital User
T3_C725,T3,Customer 725,66,M,CityB,94735,43,44.27,19.32,Working Professional
T3_C726,T3,Customer 726,41,M,CityB,72288,77,18.93,28.99,Family Builder
T3_C727,T3,Customer 727,69,M,CityA,64138,57,14.95,97.06,Retirement Planner
T3_C728,T3,Customer 728,35,F,CityA,133820,92,89.53,58.46,Young Digital User
T3_C729,T3,Customer 729,68,F,CityB,100662,26,69.24,4.65,Working Professional
T3_C730,T3,Customer 730,41,Other,CityC,90459,93,27.14,61.68,Young Digital User
T3_C731,T3,Customer 731,67,F,CityB,50351,113,12.72,69.35,Working Professional
T3_C732,T3,Customer 732,69,F,CityA,111307,21,80.27,7.24,Retirement Planner
T3_C733,T3,Customer 733,50,M,CityB,74677,89,47.68,17.58,Retirement Planner
T3_C734,T3,Customer 734,34,M,CityC,92091,86,73.79,37.43,Wealth Creator
T3_C735,T3,Customer 735,19,M,CityB,65213,37,38.54,84.17,Wealth Creator
T3_C736,T3,Customer 736,63,M,CityA,46661,85,4.62,56.9,Family Builder
T3_C737,T3,Customer 737,57,F,CityA,143327,1,80.53,94.47,Wealth Creator
T3_C738,T3,Customer 738,57,Other,CityC,112817,56,74.36,80.09,Working Professional
T3_C739,T3,Customer 739,26,Other,CityA,112039,54,67.33,70.26,Retirement Planner
T3_C740,T3,Customer 740,69,F,CityB,62909,70,90.09,36.23,Working Professional
T3_C741,T3,Customer 741,42,Other,CityA,52530,29,39.9,41.48,Retirement Planner
T3_C742,T3,Customer 742,22,Other,CityB,83455,80,54.67,19.61,Retirement Planner
T3_C743,T3,Customer 743,42,F,CityC,146837,59,16.23,16.99,Family Builder
T3_C744,T3,Customer 744,55,M,CityB,106013,110,16.94,11.97,Young Digital User
T3_C745,T3,Customer 745,50,Other,CityA,42903,88,92.35,5.32,Working Professional
T3_C746,T3,Customer 746,70,Other,CityB,82253,23,21.66,24.94,Working Professional
T3_C747,T3,Customer 747,56,M,CityC,59536,74,53.72,73.06,Retirement Planner
T3_C748,T3,Customer 748,59,F,CityA,126554,103,75.34,68.78,Retirement Planner
T3_C749,T3,Customer 749,65,F,CityB,144921,15,51.52,11.25,Working Professional
T3_C750,T3,Customer 750,22,F,CityC,65755,44,56.8,30.82,Wealth Creator
T3_C751,T3,Customer 751,65,F,CityC,84700,51,18.61,26.81,Wealth Creator
T3_C752,T3,Customer 752,49,M,CityC,64454,10,81.17,63.16,Wealth Creator
T3_C753,T3,Customer 753,31,Other,CityB,68372,54,99.35,29.09,Retirement Planner
T3_C754,T3,Customer 754,36,F,CityC,93577,5,0.34,59.32,Young Digital User
T3_C755,T3,Customer 755,55,F,CityC,123941,2,29.81,25.99,Family Builder
T3_C756,T3,Customer 756,65,M,CityA,105138,101,49.53,13.48,Family Builder
T3_C757,T3,Customer 757,46,F,CityC,89700,30,31.26,25.3,Retirement Planner
T3_C758,T3,Customer 758,56,Other,CityB,39157,59,9.01,91.02,Family Builder
T3_C759,T3,Customer 759,39,M,CityA,41487,30,87.8,15.05,Wealth Creator
T3_C760,T3,Customer 760,25,Other,CityB,31011,105,87.54,41.73,Family Builder
T3_C761,T3,Customer 761,54,Other,CityA,59131,26,15.45,0.98,Family Builder
T3_C762,T3,Customer 762,24,F,CityA,62505,117,43.85,42.41,Retirement Planner
T3_C763,T3,Customer 763,44,M,CityB,72763,118,12.41,28.15,Retirement Planner
T3_C764,T3,Customer 764,30,M,CityC,121553,61,21.05,56.94,Wealth Creator
T3_C765,T3,Customer 765,62,Other,CityB,83674,108,50.08,55.97,Retirement Planner
T3_C766,T3,Customer 766,27,M,CityC,91864,41,69.73,37.36,Young Digital User
T3_C767,T3,Customer 767,48,M,CityA,139314,20,53.4,12.47,Family Builder
T3_C768,T3,Customer 768,61,F,CityC,78109,119,23.48,92.67,Wealth Creator
T3_C769,T3,Customer 769,58,Other,CityB,43926,34,33.12,69.83,Wealth Creator
T3_C770,T3,Customer 770,31,M,CityC,131800,104,22.94,55.81,Retirement Planner
T3_C771,T3,Customer 771,55,F,CityC,86836,79,15.37,74.91,Retirement Planner
T3_C772,T3,Customer 772,21,M,CityB,68112,67,96.49,12.51,Family Builder
T3_C773,T3,Customer 773,66,M,CityC,129676,18,5.63,76.89,Working Professional
T3_C774,T3,Customer 774,44,Other,CityC,33426,51,96.52,76.91,Young Digital User
T3_C775,T3,Customer 775,29,M,CityA,55362,51,71.16,35.2,Family Builder
T3_C776,T3,Customer 776,58,Other,CityC,84621,111,10.64,42.09,Young Digital User
T3_C777,T3,Customer 777,67,F,CityB,47242,85,11.98,90.31,Family Builder
T3_C778,T3,Customer 778,66,Other,CityC,64528,85,23.07,64.1,Working Professional
T3_C779,T3,Customer 779,61,Other,CityC,102718,32,91.43,35.84,Family Builder
T3_C780,T3,Customer 780,27,Other,CityA,111729,116,45.55,50.01,Family Builder
T3_C781,T3,Customer 781,65,M,CityA,103053,72,18.03,26.15,Young Digital User
T3_C782,T3,Customer 782,33,F,CityA,79424,19,95.54,38.72,Retirement Planner
T3_C783,T3,Customer 783,42,F,CityC,86395,28,30.41,29.57,Family Builder
T3_C784,T3,Customer 784,47,F,CityA,109007,92,0.99,52.13,Wealth Creator
T3_C785,T3,Customer 785,57,Other,CityC,44857,87,13.75,23.02,Family Builder
T3_C786,T3,Customer 786,19,Other,CityC,68567,112,90.74,18.11,Wealth Creator
T3_C787,T3,Customer 787,22,Other,CityA,52244,49,89.05,97.38,Family Builder
T3_C788,T3,Customer 788,32,Other,CityC,130132,72,82.28,70.58,Family Builder
T3_C789,T3,Customer 789,36,M,CityA,116494,55,35.56,47.1,Family Builder
T3_C790,T3,Customer 790,50,Other,CityC,49490,105,86.22,42.5,Wealth Creator
T3_C791,T3,Customer 791,26,Other,CityB,80470,97,69.49,19.77,Working Professional
T3_C792,T3,Customer 792,50,M,CityA,44199,60,9.65,92.85,Family Builder
T3_C793,T3,Customer 793,19,M,CityC,82591,2,97.32,79.38,Young Digital User
T3_C794,T3,Customer 794,53,F,CityA,139528,46,48.42,14.94,Retirement Planner
T3_C795,T3,Customer 795,60,M,CityA,41147,29,76.87,5.1,Family Builder
T3_C796,T3,Customer 796,41,F,CityB,91707,113,30.36,15.42,Working Professional
T3_C797,T3,Customer 797,56,F,CityC,86294,4,79.37,67.83,Working Professional
T3_C798,T3,Customer 798,20,M,CityA,97344,2,68.82,4.03,Working Professional
T3_C799,T3,Customer 799,70,Other,CityB,148069,61,28.93,2.37,Wealth Creator
T3_C800,T3,Customer 800,19,F,CityA,116890,20,2.47,0.02,Family Builder
T3_C801,T3,Customer 801,25,Other,CityB,109882,82,3.28,15.47,Family Builder
T3_C802,T3,Customer 802,58,M,CityA,92779,65,94.74,54.11,Working Professional
T3_C803,T3,Customer 803,43,Other,CityC,142240,34,47.84,22.66,Working Professional
T3_C804,T3,Customer 804,26,F,CityC,97283,96,72.87,37.54,Young Digital User
T3_C805,T3,Customer 805,28,Other,CityC,60022,10,1.81,98.44,Young Digital User
T3_C806,T3,Customer 806,28,Other,CityA,65592,102,86.3,25.73,Young Digital User
T3_C807,T3,Customer 807,53,M,CityC,117414,80,20.8,85.38,Young Digital User
T3_C808,T3,Customer 808,23,Other,CityC,50809,106,3.45,8.86,Wealth Creator
T3_C809,T3,Customer 809,54,M,CityB,130628,49,34.61,3.78,Young Digital User
T3_C810,T3,Customer 810,55,M,CityB,62148,39,87.77,62.31,Retirement Planner
T3_C811,T3,Customer 811,70,F,CityB,60786,53,75.72,68.14,Young Digital User
T3_C812,T3,Customer 812,30,M,CityA,56832,90,96.75,56.87,Retirement Planner
T3_C813,T3,Customer 813,63,M,CityC,68046,17,40.66,41.49,Working Professional
T3_C814,T3,Customer 814,27,F,CityA,132338,59,55.21,57.11,Young Digital User
T3_C815,T3,Customer 815,60,F,CityA,138789,61,99.58,75.99,Retirement Planner
T3_C816,T3,Customer 816,26,M,CityB,124936,62,67.44,88.24,Family Builder
T3_C817,T3,Customer 817,43,M,CityB,145519,90,35.89,61.72,Family Builder
T3_C818,T3,Customer 818,37,M,CityA,105755,56,2.8,97.65,Retirement Planner
T3_C819,T3,Customer 819,48,F,CityB,31064,97,4.02,67.27,Working Professional
T3_C820,T3,Customer 820,50,Other,CityC,39622,116,58.73,14.03,Young Digital User
T3_C821,T3,Customer 821,21,F,CityB,33093,24,83.57,13.73,Retirement Planner
T3_C822,T3,Customer 822,70,F,CityB,119152,64,61.71,52.53,Working Professional
T3_C823,T3,Customer 823,53,Other,CityA,140309,119,5.45,38.8,Retirement Planner
T3_C824,T3,Customer 824,52,Other,CityA,115994,48,86.11,70.0,Retirement Planner
T3_C825,T3,Customer 825,50,Other,CityC,74996,1,98.25,10.35,Family Builder
T3_C826,T3,Customer 826,47,M,CityB,33943,3,67.83,69.41,Working Professional
T3_C827,T3,Customer 827,45,M,CityC,79972,4,93.13,44.42,Working Professional
T3_C828,T3,Customer 828,33,F,CityB,87118,74,8.64,41.49,Young Digital User
T3_C829,T3,Customer 829,21,Other,CityA,51998,80,31.42,47.8,Young Digital User
T3_C830,T3,Customer 830,40,F,CityA,117184,72,98.28,51.82,Family Builder
T3_C831,T3,Customer 831,63,Other,CityA,68118,80,93.07,72.48,Wealth Creator
T3_C832,T3,Customer 832,66,M,CityB,36776,73,43.98,46.51,Retirement Planner
T3_C833,T3,Customer 833,44,M,CityA,67144,114,9.27,29.47,Working Professional
T3_C834,T3,Customer 834,36,Other,CityC,111757,82,31.86,91.9,Retirement Planner
T3_C835,T3,Customer 835,45,M,CityA,136600,98,88.34,2.63,Wealth Creator
T3_C836,T3,Customer 836,55,F,CityB,128698,34,28.67,40.0,Retirement Planner
T3_C837,T3,Customer 837,18,M,CityA,139715,32,95.57,55.02,Working Professional
T3_C838,T3,Customer 838,57,M,CityB,52433,106,29.9,93.65,Young Digital User
T3_C839,T3,Customer 839,48,F,CityA,77636,35,50.48,85.84,Family Builder
T3_C840,T3,Customer 840,42,M,CityB,47848,114,76.93,17.63,Wealth Creator
T3_C841,T3,Customer 841,69,F,CityC,48120,31,48.25,52.48,Retirement Planner
T3_C842,T3,Customer 842,55,Other,CityA,81855,34,36.82,75.87,Working Professional
T3_C843,T3,Customer 843,23,Other,CityB,135849,99,18.14,76.54,Family Builder
T3_C844,T3,Customer 844,31,F,CityB,51681,16,68.88,45.53,Retirement Planner
T3_C845,T3,Customer 845,37,F,CityC,100012,38,7.2,44.26,Wealth Creator
T3_C846,T3,Customer 846,50,M,CityA,64761,69,49.28,56.65,Wealth Creator
T3_C847,T3,Customer 847,22,F,CityC,43107,120,68.9,81.95,Working Professional
T3_C848,T3,Customer 848,23,F,CityC,124247,69,25.29,80.53,Young Digital User
T3_C849,T3,Customer 849,41,F,CityA,126599,86,54.46,5.71,Working Professional
T3_C850,T3,Customer 850,47,F,CityC,117555,98,38.81,3.79,Retirement Planner
T3_C851,T3,Customer 851,42,Other,CityC,149209,23,14.17,12.32,Family Builder
T3_C852,T3,Customer 852,41,F,CityC,102072,5,7.61,9.26,Retirement Planner
T3_C853,T3,Customer 853,33,Other,CityC,96090,102,42.47,83.78,Young Digital User
T3_C854,T3,Customer 854,68,Other,CityA,92916,101,63.12,32.14,Working Professional
T3_C855,T3,Customer 855,38,F,CityB,58745,67,61.35,48.05,Wealth Creator
T3_C856,T3,Customer 856,22,M,CityA,70129,14,25.23,91.79,Wealth Creator
T3_C857,T3,Customer 857,42,F,CityC,86325,55,33.49,4.59,Family Builder
T3_C858,T3,Customer 858,70,M,CityB,117810,32,42.73,25.52,Young Digital User
T3_C859,T3,Customer 859,39,M,CityC,129986,60,13.29,61.59,Family Builder
T3_C860,T3,Customer 860,69,Other,CityA,105645,56,26.74,67.85,Working Professional
T3_C861,T3,Customer 861,66,F,CityA,45115,105,55.23,71.93,Retirement Planner
T3_C862,T3,Customer 862,64,M,CityA,76634,108,75.38,3.37,Family Builder
T3_C863,T3,Customer 863,26,F,CityC,67910,4,72.66,58.99,Working Professional
T3_C864,T3,Customer 864,56,Other,CityA,87208,114,75.0,43.51,Family Builder
T3_C865,T3,Customer 865,23,Other,CityC,111696,43,97.31,58.64,Retirement Planner
T3_C866,T3,Customer 866,58,M,CityA,124132,34,80.32,37.52,Family Builder
T3_C867,T3,Customer 867,26,M,CityA,37853,27,78.78,87.44,Working Professional
T3_C868,T3,Customer 868,60,M,CityC,31205,5,90.37,35.76,Retirement Planner
T3_C869,T3,Customer 869,44,M,CityC,113056,100,66.96,33.95,Young Digital User
T3_C870,T3,Customer 870,37,Other,CityB,134043,44,99.25,29.01,Wealth Creator
T3_C871,T3,Customer 871,43,M,CityC,124935,74,29.23,40.32,Young Digital User
T3_C872,T3,Customer 872,64,F,CityA,111588,95,87.72,56.38,Young Digital User
T3_C873,T3,Customer 873,39,F,CityC,97752,21,85.75,40.2,Wealth Creator
T3_C874,T3,Customer 874,51,M,CityC,149092,92,11.27,85.34,Family Builder
T3_C875,T3,Customer 875,26,M,CityA,86272,99,84.78,13.73,Retirement Planner
T3_C876,T3,Customer 876,64,F,CityC,140005,74,30.69,91.23,Wealth Creator
T3_C877,T3,Customer 877,70,M,CityC,134850,65,71.97,55.98,Retirement Planner
T3_C878,T3,Customer 878,45,Other,CityC,139786,40,73.95,9.0,Young Digital User
T3_C879,T3,Customer 879,45,M,CityA,90962,95,48.46,74.04,Young Digital User
T3_C880,T3,Customer 880,60,Other,CityB,54261,115,4.98,60.87,Retirement Planner
T3_C881,T3,Customer 881,52,M,CityC,73631,6,71.1,92.54,Wealth Creator
T3_C882,T3,Customer 882,37,F,CityA,147936,37,7.55,66.59,Young Digital User
T3_C883,T3,Customer 883,45,Other,CityA,137659,105,19.28,20.2,Retirement Planner
T3_C884,T3,Customer 884,70,Other,CityC,141227,119,93.66,17.23,Young Digital User
T3_C885,T3,Customer 885,60,Other,CityB,148224,33,2.25,51.18,Wealth Creator
T3_C886,T3,Customer 886,55,F,CityB,41212,8,75.32,87.75,Young Digital User
T3_C887,T3,Customer 887,23,M,CityB,94092,73,51.92,92.4,Retirement Planner
